id,PlayerName,DraftAge_norm,country_group,Height_norm,Weight_norm,Position,DraftYear,Overall,CSS_rank_norm,rs_GP_norm,rs_G_norm,rs_A_norm,rs_P_norm,rs_PIM_norm,rs_PlusMinus_norm,po_GP_norm,po_G_norm,po_A_norm,po_P_norm,po_PIM_norm,po_PlusMinus_norm,sum_7yr_GP,m5p_pred,LeafNode
11239,Corey Syvret,0.0,CAN,0.625,0.6138613861386139,D,2007,181,1,0.61,0.0641025641025641,0.1,0.0851063829787234,0.20748299319727892,0.25688073394495414,0.13793103448275862,0.0,0.0,0.0,0.029411764705882353,0.27586206896551724,0,4.02658369586446,2
11256,John Seymour,0.0,CAN,0.6875,0.21782178217821782,L,2005,226,1,0.63,0.01282051282051282,0.03636363636363636,0.026595744680851064,0.21768707482993196,0.3577981651376147,0.20689655172413793,0.0,0.0,0.0,0.0,0.3103448275862069,0,-57.5363473065495,2
11439,Nick Dodge,0.2222222222222222,CAN,0.375,0.21782178217821782,R,2006,183,1,0.38,0.20512820512820512,0.22727272727272727,0.21808510638297873,0.24489795918367346,0.45871559633027525,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,32.37726206342573,2
11526,Eric Neilson,0.2222222222222222,CAN,0.625,0.504950495049505,R,2004,143,1,0.5,0.05128205128205128,0.1,0.0797872340425532,0.6598639455782312,0.3211009174311927,0.3103448275862069,0.0,0.0,0.0,0.4117647058823529,0.27586206896551724,0,17.24605571378057,2
11533,Stephane Goulet,0.0,CAN,0.6875,0.5247524752475248,R,2004,208,1,0.54,0.07692307692307693,0.07272727272727272,0.07446808510638298,0.047619047619047616,0.22935779816513763,0.1724137931034483,0.0,0.0,0.0,0.029411764705882353,0.3103448275862069,0,-20.669126654504723,2
11534,Tyler Spurgeon,0.0,CAN,0.4375,0.3564356435643564,C,2004,242,1,0.49,0.10256410256410256,0.14545454545454545,0.1276595744680851,0.08163265306122448,0.42201834862385323,0.5862068965517241,0.18181818181818182,0.16666666666666666,0.1956521739130435,0.1323529411764706,0.5172413793103449,0,30.074494815172386,2
11553,Ryan Maki,0.2222222222222222,USA,0.6875,0.5742574257425742,R,2005,176,1,0.3,0.1282051282051282,0.08181818181818182,0.10106382978723404,0.06802721088435375,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,9.468613009584118,2
11586,Riley Emmerson,0.1111111111111111,CAN,1.0,0.9405940594059405,L,2005,199,1,0.4,0.01282051282051282,0.0,0.005319148936170213,0.21428571428571427,0.3211009174311927,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,-17.351815912305497,2
11601,Aaron Boogaard,0.0,CAN,0.6875,0.6534653465346535,R,2004,175,1,0.35,0.038461538461538464,0.01818181818181818,0.026595744680851064,0.19387755102040816,0.3669724770642202,0.20689655172413793,0.0,0.0,0.0,0.11764705882352941,0.3103448275862069,0,-9.103554512412984,2
11642,Evan Fuller,0.0,CAN,0.625,0.37623762376237624,C,2006,197,1,0.56,0.02564102564102564,0.045454545454545456,0.03723404255319149,0.29591836734693877,0.30275229357798167,0.1724137931034483,0.0,0.0,0.0,0.10294117647058823,0.27586206896551724,0,-27.69777987296179,2
11669,Jordan Bendfeld,0.2222222222222222,CAN,0.6875,0.900990099009901,D,2008,193,1,0.72,0.07692307692307693,0.17272727272727273,0.13297872340425532,0.54421768707483,0.43119266055045874,0.1724137931034483,0.0,0.06666666666666667,0.043478260869565216,0.029411764705882353,0.27586206896551724,0,63.96546829970941,2
11881,Jonathan Paiement,0.1111111111111111,CAN,0.5625,0.46534653465346537,D,2004,247,1,0.68,0.16666666666666666,0.4727272727272727,0.34574468085106386,0.47619047619047616,0.3577981651376147,0.2413793103448276,0.0,0.06666666666666667,0.043478260869565216,0.14705882352941177,0.3103448275862069,0,46.810854653686654,2
11884,Andrew Orpik,0.1111111111111111,USA,0.6875,0.46534653465346537,D,2005,227,1,0.31,0.10256410256410256,0.10909090909090909,0.10638297872340426,0.08163265306122448,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,-12.3969631419494,2
11920,Luke Beaverson,0.2222222222222222,USA,0.75,0.5247524752475248,D,2004,283,1,0.57,0.01282051282051282,0.05454545454545454,0.03723404255319149,0.47959183673469385,0.28440366972477066,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,-4.608439113533791,2
12039,Brandon Elliott,0.2222222222222222,CAN,0.75,0.7227722772277227,D,2004,158,1,0.55,0.08974358974358974,0.17272727272727273,0.13829787234042554,0.8061224489795918,0.3669724770642202,0.4482758620689655,0.0,0.0,0.0,0.47058823529411764,0.3793103448275862,0,26.202152925629314,2
12131,Kevin Cormier,0.0,CAN,0.6875,0.8118811881188119,L,2004,168,1,0.43,0.038461538461538464,0.01818181818181818,0.026595744680851064,0.8163265306122449,0.3669724770642202,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,8.750481797952773,2
12183,Jesse Martin,0.0,CAN,0.5,0.15841584158415842,C,2006,195,1,0.4,0.19230769230769232,0.2636363636363636,0.23404255319148937,0.41496598639455784,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,-18.5751342029305,2
12248,Sergei Kukushkin,0.1111111111111111,EURO,0.6875,0.39603960396039606,L,2004,218,1,0.59,0.08974358974358974,0.13636363636363635,0.11702127659574468,0.14965986394557823,0.3669724770642202,0.3448275862068966,0.0,0.0,0.0,0.08823529411764706,0.3103448275862069,0,-32.587414739701,2
12256,Justin Krueger,0.2222222222222222,EURO,0.6875,0.6138613861386139,D,2006,213,1,0.71,0.08974358974358974,0.16363636363636364,0.13297872340425532,0.11224489795918367,0.3853211009174312,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,9.048349177466221,2
12261,Chris Frank,0.2222222222222222,USA,0.5625,0.7425742574257426,D,2006,188,1,0.38,0.02564102564102564,0.01818181818181818,0.02127659574468085,0.43197278911564624,0.1834862385321101,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,49.78508304652149,2
12263,Troy Mattila,0.0,USA,0.625,0.3069306930693069,L,2006,190,1,0.54,0.1794871794871795,0.2,0.19148936170212766,0.04421768707482993,0.3577981651376147,0.13793103448275862,0.0,0.03333333333333333,0.021739130434782608,0.029411764705882353,0.3103448275862069,0,-25.77016870848597,2
12264,Kevin Koopman,0.0,CAN,0.6875,0.504950495049505,D,2006,181,1,0.46,0.19230769230769232,0.22727272727272727,0.2127659574468085,0.24829931972789115,0.3577981651376147,0.5172413793103449,0.3181818181818182,0.2,0.2826086956521739,0.14705882352941177,0.3103448275862069,0,16.394652997968933,2
12300,Denis Kulyash,0.3333333333333333,EURO,0.6875,0.9405940594059405,D,2004,243,1,0.19,0.038461538461538464,0.00909090909090909,0.02127659574468085,0.1360544217687075,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,47.89602286397772,2
12426,Myles Stoesz,0.0,CAN,0.625,0.594059405940594,L,2005,207,1,0.67,0.01282051282051282,0.07272727272727272,0.047872340425531915,0.8095238095238095,0.3669724770642202,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,0.7679850646135975,2
12487,Jon Gleed,0.2222222222222222,CAN,0.625,0.5742574257425742,D,2004,212,1,0.28,0.038461538461538464,0.02727272727272727,0.031914893617021274,0.061224489795918366,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,19.676397911408493,2
12515,Will Weber,0.1111111111111111,USA,0.75,0.7227722772277227,D,2007,53,1,0.25,0.23076923076923078,0.18181818181818182,0.20212765957446807,0.35374149659863946,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,7.291952968919347,2
12519,Garrett Klotz,0.1111111111111111,CAN,0.8125,0.7920792079207921,L,2007,66,1,0.63,0.02564102564102564,0.01818181818181818,0.02127659574468085,0.36394557823129253,0.30275229357798167,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,-1.128759815672879,2
12526,Phil Desimone,0.2222222222222222,USA,0.5,0.39603960396039606,C,2007,84,1,0.6,0.3333333333333333,0.42727272727272725,0.3882978723404255,0.20408163265306123,0.47706422018348627,0.2413793103448276,0.2727272727272727,0.2,0.2608695652173913,0.029411764705882353,0.4482758620689655,0,72.89631861652093,2
12528,Corbin Mcpherson,0.1111111111111111,USA,0.75,0.5445544554455446,D,2007,87,1,0.44,0.05128205128205128,0.09090909090909091,0.07446808510638298,0.21428571428571427,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,-13.294384656679924,2
12538,Brett Bruneteau,0.0,USA,0.4375,0.39603960396039606,C,2007,108,1,0.55,0.15384615384615385,0.2545454545454545,0.2127659574468085,0.1870748299319728,0.44954128440366975,0.1724137931034483,0.0,0.03333333333333333,0.021739130434782608,0.08823529411764706,0.27586206896551724,0,24.283894407807807,2
12587,Trevor Nill,0.0,USA,0.6875,0.39603960396039606,C,2007,190,1,0.24,0.07692307692307693,0.09090909090909091,0.0851063829787234,0.0782312925170068,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,-34.123181622817896,2
12653,Julian Walker,0.2222222222222222,EURO,0.625,0.5247524752475248,C,2006,162,1,0.45,0.05128205128205128,0.01818181818181818,0.031914893617021274,0.1598639455782313,0.3486238532110092,0.1724137931034483,0.045454545454545456,0.0,0.021739130434782608,0.08823529411764706,0.3103448275862069,0,-0.8996741543366795,2
13603,Dan Gendur,0.2222222222222222,CAN,0.4375,0.504950495049505,R,2007,206,1,0.61,0.28205128205128205,0.24545454545454545,0.26063829787234044,0.2108843537414966,0.5412844036697247,0.41379310344827586,0.18181818181818182,0.13333333333333333,0.17391304347826086,0.11764705882352941,0.1724137931034483,0,71.84270267786461,2
13632,Richard Greenop,0.0,CAN,0.75,0.7623762376237624,C,2007,156,1,0.48,0.038461538461538464,0.08181818181818182,0.06382978723404255,0.5068027210884354,0.29357798165137616,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,-1.214783837842944,2
13633,Robert Dietrich,0.3333333333333333,EURO,0.375,0.1782178217821782,D,2007,174,1,0.58,0.0641025641025641,0.19090909090909092,0.13829787234042554,0.10204081632653061,0.41284403669724773,0.3103448275862069,0.09090909090909091,0.13333333333333333,0.13043478260869565,0.3235294117647059,0.41379310344827586,0,43.3617306816478,2
13643,Viktor Dovgan,0.0,EURO,0.625,0.46534653465346537,D,2005,209,1,0.0,0.0,0.0,0.0,0.0,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,-35.24768428217821,2
13929,Ryan Molle,0.0,CAN,0.625,0.5247524752475248,D,2007,207,1,0.61,0.01282051282051282,0.03636363636363636,0.026595744680851064,0.17687074829931973,0.22018348623853212,0.20689655172413793,0.045454545454545456,0.0,0.021739130434782608,0.11764705882352941,0.3103448275862069,0,-7.855102299049122,2
13965,Ilya Kablukov,0.1111111111111111,EURO,0.625,0.39603960396039606,C,2007,146,1,0.66,0.1282051282051282,0.22727272727272727,0.18617021276595744,0.1292517006802721,0.3394495412844037,0.06896551724137931,0.0,0.0,0.0,0.0,0.3103448275862069,0,-14.479837988773355,2
14011,Justin Taylor,0.0,CAN,0.4375,0.26732673267326734,C,2007,180,1,0.68,0.3333333333333333,0.4,0.3723404255319149,0.1836734693877551,0.3944954128440367,0.5517241379310345,0.18181818181818182,0.2,0.21739130434782608,0.25,0.5517241379310345,0,35.15372632180487,2
14326,Dylan Hunter,0.1111111111111111,CAN,0.4375,0.4158415841584158,L,2004,273,1,0.64,0.3333333333333333,0.4818181818181818,0.42021276595744683,0.1598639455782313,0.6788990825688074,0.5172413793103449,0.18181818181818182,0.3333333333333333,0.30434782608695654,0.14705882352941177,0.2413793103448276,0,83.35420236174427,2
14385,Trent Vogelhuber,0.1111111111111111,USA,0.625,0.3069306930693069,R,2007,211,1,0.31,0.1282051282051282,0.14545454545454545,0.13829787234042554,0.08163265306122448,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,-17.88861105636586,2
14396,Scott Kishel,0.0,USA,0.4375,0.3564356435643564,D,2007,192,1,0.0,0.1794871794871795,0.3090909090909091,0.2553191489361702,0.0,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,21.678369862361237,2
14398,Chris Hickey,0.0,USA,0.5625,0.3069306930693069,C,2006,192,1,0.0,0.0,0.0,0.0,0.0,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,-27.74084189356435,2
14460,J.D. Corbin,0.1111111111111111,USA,0.375,0.3069306930693069,L,2004,249,1,0.39,0.038461538461538464,0.05454545454545454,0.047872340425531915,0.061224489795918366,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,21.549385959713327,2
14504,Colin Long,0.1111111111111111,USA,0.4375,0.3564356435643564,C,2008,99,1,0.72,0.3974358974358974,0.6272727272727273,0.5319148936170213,0.13945578231292516,0.5596330275229358,0.2413793103448276,0.09090909090909091,0.3333333333333333,0.2608695652173913,0.08823529411764706,0.27586206896551724,0,82.95866010865737,2
14607,Brett Morrison,0.2222222222222222,CAN,0.375,0.24752475247524752,C,2007,151,1,0.64,0.44871794871794873,0.5,0.4787234042553192,0.2585034013605442,0.46788990825688076,0.2413793103448276,0.36363636363636365,0.26666666666666666,0.34782608695652173,0.14705882352941177,0.3103448275862069,0,87.68476530674474,2
14837,Steve Covington,0.0,CAN,0.5,0.32673267326732675,R,2004,226,1,0.72,0.07692307692307693,0.11818181818181818,0.10106382978723404,0.09523809523809523,0.3577981651376147,0.2413793103448276,0.09090909090909091,0.0,0.043478260869565216,0.058823529411764705,0.20689655172413793,0,-2.0885683895283904,2
14856,Nathan Perkovich,0.1111111111111111,EURO,0.8125,0.6138613861386139,R,2004,250,1,0.35,0.01282051282051282,0.06363636363636363,0.0425531914893617,0.0782312925170068,0.29357798165137616,0.13793103448275862,0.045454545454545456,0.0,0.021739130434782608,0.0,0.2413793103448276,0,-29.546392118747917,2
14863,Matthew Ford,0.2222222222222222,USA,0.5625,0.5247524752475248,R,2004,256,1,0.6,0.47435897435897434,0.2818181818181818,0.3617021276595745,0.20408163265306123,0.3211009174311927,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,27.204381398989398,2
14867,Garrett Roe,0.2222222222222222,USA,0.25,0.26732673267326734,C,2008,183,1,0.39,0.23076923076923078,0.24545454545454545,0.2393617021276596,0.1870748299319728,0.28440366972477066,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,60.71387175379783,2
14873,Joe Charlebois,0.1111111111111111,USA,0.5625,0.5445544554455446,D,2005,188,1,0.59,0.01282051282051282,0.21818181818181817,0.13297872340425532,0.4965986394557823,0.5596330275229358,0.2413793103448276,0.045454545454545456,0.03333333333333333,0.043478260869565216,0.08823529411764706,0.4827586206896552,0,38.65244744708844,2
15031,Bryan Rufenach,0.0,CAN,0.4375,0.3069306930693069,D,2007,208,1,0.31,0.14102564102564102,0.19090909090909092,0.1702127659574468,0.09523809523809523,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,5.813066753621783,2
15035,Ryan Watson,0.1111111111111111,CAN,0.5625,0.39603960396039606,L,2007,191,1,0.37,0.34615384615384615,0.2636363636363636,0.2978723404255319,0.1870748299319728,0.3577981651376147,0.3103448275862069,0.09090909090909091,0.23333333333333334,0.1956521739130435,0.2647058823529412,0.3103448275862069,0,24.797956071180664,2
15045,Matt Butcher,0.0,USA,0.625,0.504950495049505,C,2005,138,1,0.6,0.34615384615384615,0.2727272727272727,0.30319148936170215,0.3197278911564626,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,-6.515721695001133,2
15046,Spencer Dillon,0.1111111111111111,USA,0.6875,0.504950495049505,D,2004,267,1,0.42,0.0,0.06363636363636363,0.03723404255319149,0.54421768707483,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,-7.5464592127809595,2
15048,Matt Siddall,0.2222222222222222,CAN,0.5625,0.504950495049505,R,2004,270,1,0.45,0.32051282051282054,0.32727272727272727,0.324468085106383,0.7346938775510204,0.3577981651376147,0.2413793103448276,0.18181818181818182,0.06666666666666667,0.13043478260869565,0.14705882352941177,0.3103448275862069,0,50.72612203745432,2
15050,Matt Clackson,0.2222222222222222,CAN,0.5,0.3564356435643564,R,2005,215,1,0.56,0.1282051282051282,0.13636363636363635,0.13297872340425532,0.9183673469387755,0.3577981651376147,0.27586206896551724,0.0,0.06666666666666667,0.043478260869565216,0.38235294117647056,0.3448275862068966,0,25.456049687218055,2
15316,Brennan Turner,0.1111111111111111,CAN,0.6875,0.6534653465346535,D,2005,134,1,0.41,0.0641025641025641,0.10909090909090909,0.09042553191489362,0.7040816326530612,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0,11.001213267426223,2
15540,Trevor Hendrikx,0.2222222222222222,CAN,0.625,0.504950495049505,D,2005,201,1,0.68,0.19230769230769232,0.3,0.2553191489361702,0.3401360544217687,0.30275229357798167,0.4827586206896552,0.22727272727272727,0.23333333333333334,0.2608695652173913,0.20588235294117646,0.3448275862068966,0,58.30615526125172,2
15590,Prab Rai,0.1111111111111111,CAN,0.4375,0.3564356435643564,R,2008,131,1,0.72,0.2564102564102564,0.4090909090909091,0.34574468085106386,0.07142857142857142,0.6422018348623854,0.3793103448275862,0.09090909090909091,0.13333333333333333,0.13043478260869565,0.058823529411764705,0.4482758620689655,0,54.58242592861383,2
